company_name,isin,nse_symbol,nse_company_name,series,sector,industry,macro,basic_industry
Mangalore Refinery and Petrochemicals Limited,INE103A01014,MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,Oil Gas & Consumable Fuels,Petroleum Products,Energy,Refineries & Marketing
MSP Steel & Power Limited,INE752G01015,MSPL,MSP Steel & Power Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Mstc Limited,INE255X01014,MSTCLTD,Mstc Limited,EQ,Services,Commercial Services & Supplies,Services,Trading & Distributors
Motherson Sumi Wiring India Limited,INE0FS801015,MSUMI,Motherson Sumi Wiring India Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Mtar Technologies Limited,INE864I01014,MTARTECH,Mtar Technologies Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
MT Educare Limited,INE472M01018,MTEDUCARE,MT Educare Limited,BE,Consumer Services,Other Consumer Services,Consumer Discretionary,Education
Mahanagar Telephone Nigam Limited,INE153A01019,MTNL,Mahanagar Telephone Nigam Limited,EQ,Telecommunication,Telecom - Services,Telecommunication,Telecom - Cellular & Fixed line services
Mufin Green Finance Limited,INE08KJ01020,MUFIN,Mufin Green Finance Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Credo Brands Marketing Limited,INE220Q01020,MUFTI,Credo Brands Marketing Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Speciality Retail
Mukand Limited,INE304A01026,MUKANDLTD,Mukand Limited,EQ,Metals & Mining,Ferrous Metals,Commodities,Iron & Steel
Mukka Proteins Limited,INE0CG401037,MUKKA,Mukka Proteins Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Animal Feed
Mukta Arts Limited,INE374B01019,MUKTAARTS,Mukta Arts Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Film Production Distribution & Exhibition
Munjal Auto Industries Limited,INE672B01032,MUNJALAU,Munjal Auto Industries Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Munjal Showa Limited,INE577A01027,MUNJALSHOW,Munjal Showa Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Murudeshwar Ceramics Limited,INE692B01014,MURUDCERA,Murudeshwar Ceramics Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Ceramics
Muthoot Capital Services Limited,INE296G01013,MUTHOOTCAP,Muthoot Capital Services Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Muthoot Finance Limited,INE414G01012,MUTHOOTFIN,Muthoot Finance Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Muthoot Microfin Limited,INE046W01019,MUTHOOTMF,Muthoot Microfin Limited,EQ,Financial Services,Finance,Financial Services,Microfinance Institutions
Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
Mangalam Worldwide Limited,INE0JYY01011,MWL,Mangalam Worldwide Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
NACL Industries Limited,INE295D01020,NACLIND,NACL Industries Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Nagarjuna Fertilizers and Chemicals Limited,INE454M01024,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Fertilizers
Nagreeka Capital & Infrastructure Limited,INE245I01016,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
Nagreeka Exports Limited,INE123B01028,NAGREEKEXP,Nagreeka Exports Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Nahar Capital and Financial Services Limited,INE049I01012,NAHARCAP,Nahar Capital and Financial Services Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
Nahar Industrial Enterprises Limited,INE289A01011,NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Nahar Poly Films Limited,INE308A01027,NAHARPOLY,Nahar Poly Films Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Nahar Spinning Mills Limited,INE290A01027,NAHARSPING,Nahar Spinning Mills Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Nippon Life India Asset Management Limited,INE298J01013,NAM-INDIA,Nippon Life India Asset Management Limited,EQ,Financial Services,Capital Markets,Financial Services,Asset Management Company
Narmada Agrobase Limited,INE117Z01011,NARMADA,Narmada Agrobase Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Animal Feed
Natural Capsules Limited,INE936B01015,NATCAPSUQ,Natural Capsules Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Natco Pharma Limited,INE987B01026,NATCOPHARM,Natco Pharma Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Nath Bio-Genes (India) Limited,INE448G01010,NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Other Agricultural Products
National Aluminium Company Limited,INE139A01034,NATIONALUM,National Aluminium Company Limited,EQ,Metals & Mining,Non - Ferrous Metals,Commodities,Aluminium
Info Edge (India) Limited,INE663F01032,NAUKRI,Info Edge (India) Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Internet & Catalogue Retail
NAVA LIMITED,INE725A01030,NAVA,NAVA LIMITED,EQ,Power,Power,Utilities,Power Generation
Navin Fluorine International Limited,INE048G01026,NAVINFLUOR,Navin Fluorine International Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Navkar Corporation Limited,INE278M01019,NAVKARCORP,Navkar Corporation Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Navkar Urbanstructure Limited,INE268H01044,NAVKARURB,Navkar Urbanstructure Limited,EQ,Construction,Construction,Industrials,Civil Construction
Navneet Education Limited,INE060A01024,NAVNETEDUL,Navneet Education Limited,EQ,Media Entertainment & Publication,Printing & Publication,Consumer Discretionary,Printing & Publication
Nazara Technologies Limited,INE418L01047,NAZARA,Nazara Technologies Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Digital Entertainment
NBCC (India) Limited,INE095N01031,NBCC,NBCC (India) Limited,EQ,Construction,Construction,Industrials,Civil Construction
N. B. I. Industrial Finance Company Limited,INE365I01020,NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
NCC Limited,INE868B01028,NCC,NCC Limited,EQ,Construction,Construction,Industrials,Civil Construction
NCL Industries Limited,INE732C01016,NCLIND,NCL Industries Limited,EQ,Construction Materials,Cement & Cement Products,Commodities,Cement & Cement Products
Naga Dhunseri Group Limited,INE756C01015,NDGL,Naga Dhunseri Group Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
Nandan Denim Limited,INE875G01048,NDL,Nandan Denim Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
NDL Ventures Limited,INE353A01023,NDLVENTURE,NDL Ventures Limited,EQ,Financial Services,Finance,Financial Services,Other Financial Services
Ndr Auto Components Limited,INE07OG01012,NDRAUTO,Ndr Auto Components Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
New Delhi Television Limited,INE155G01029,NDTV,New Delhi Television Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,TV Broadcasting & Software Production
North Eastern Carrying Corporation Limited,INE553C01016,NECCLTD,North Eastern Carrying Corporation Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Nectar Lifesciences Limited,INE023H01027,NECLIFE,Nectar Lifesciences Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Nelcast Limited,INE189I01024,NELCAST,Nelcast Limited,EQ,Capital Goods,Industrial Products,Industrials,Castings & Forgings
NELCO Limited,INE045B01015,NELCO,NELCO Limited,EQ,Information Technology,IT - Hardware,Information Technology,Computers Hardware & Equipments
Neogen Chemicals Limited,INE136S01016,NEOGEN,Neogen Chemicals Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Nephrocare Health Services Limited,INE428V01029,NEPHROPLUS,Nephrocare Health Services Limited,EQ,Healthcare,Healthcare Services,Healthcare,Healthcare Service Provider
Nesco Limited,INE317F01035,NESCO,Nesco Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Nestle India Limited,INE239A01024,NESTLEIND,Nestle India Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Packaged Foods
Netweb Technologies India Limited,INE0NT901020,NETWEB,Netweb Technologies India Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Network18 Media & Investments Limited,INE870H01013,NETWORK18,Network18 Media & Investments Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Media & Entertainment
Neuland Laboratories Limited,INE794A01010,NEULANDLAB,Neuland Laboratories Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Newgen Software Technologies Limited,INE619B01017,NEWGEN,Newgen Software Technologies Limited,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
Next Mediaworks Limited,INE747B01016,NEXTMEDIA,Next Mediaworks Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Media & Entertainment
National Fertilizers Limited,INE870D01012,NFL,National Fertilizers Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Fertilizers
Nakoda Group of Industries Limited,INE236Y01012,NGIL,Nakoda Group of Industries Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Packaged Foods
NGL Fine-Chem Limited,INE887E01022,NGLFINE,NGL Fine-Chem Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Narayana Hrudayalaya Ltd.,INE410P01011,NH,Narayana Hrudayalaya Ltd.,EQ,Healthcare,Healthcare Services,Healthcare,Hospital
NHPC Limited,INE848E01016,NHPC,NHPC Limited,EQ,Power,Power,Utilities,Power Generation
The New India Assurance Company Limited,INE470Y01017,NIACL,The New India Assurance Company Limited,EQ,Financial Services,Insurance,Financial Services,General Insurance
NIBE Limited,INE149O01018,NIBE,NIBE Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
NRB Industrial Bearings Limited,INE047O01014,NIBL,NRB Industrial Bearings Limited,EQ,Capital Goods,Industrial Products,Industrials,Abrasives & Bearings
NIIT Limited,INE161A01038,NIITLTD,NIIT Limited,EQ,Consumer Services,Other Consumer Services,Consumer Discretionary,Education
NIIT Learning Systems Limited,INE342G01023,NIITMTS,NIIT Learning Systems Limited,EQ,Consumer Services,Other Consumer Services,Consumer Discretionary,Education
Nila Infrastructures Limited,INE937C01029,NILAINFRA,Nila Infrastructures Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Nila Spaces Limited,INE00S901012,NILASPACES,Nila Spaces Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Nilkamal Limited,INE310A01015,NILKAMAL,Nilkamal Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Plastic Products - Consumer
NINtec Systems Limited,INE395U01014,NINSYS,NINtec Systems Limited,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
Indo-National Limited,INE567A01028,NIPPOBATRY,Indo-National Limited,EQ,Fast Moving Consumer Goods,Household Products,Fast Moving Consumer Goods,Household Products
Niraj Cement Structurals Limited,INE368I01016,NIRAJ,Niraj Cement Structurals Limited,EQ,Construction,Construction,Industrials,Civil Construction
Niraj Ispat Industries Limited,INE326T01011,NIRAJISPAT,Niraj Ispat Industries Limited,BE,Consumer Durables,Consumer Durables,Consumer Discretionary,Plastic Products - Consumer
Nitco Limited,INE858F01012,NITCO,Nitco Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Ceramics
Nitin Spinners Limited,INE229H01012,NITINSPIN,Nitin Spinners Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Nitiraj Engineers Limited,INE439T01012,NITIRAJ,Nitiraj Engineers Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
Niva Bupa Health Insurance Company Limited,INE995S01015,NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,Financial Services,Insurance,Financial Services,General Insurance
NK Industries Limited,INE542C01019,NKIND,NK Industries Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Edible Oil
NLC India Limited,INE589A01014,NLCINDIA,NLC India Limited,EQ,Power,Power,Utilities,Power Generation
NMDC Limited,INE584A01023,NMDC,NMDC Limited,EQ,Metals & Mining,Minerals & Mining,Commodities,Industrial Minerals
NOCIL Limited,INE163A01018,NOCIL,NOCIL Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Noida Toll Bridge Company Limited,INE781B01015,NOIDATOLL,Noida Toll Bridge Company Limited,EQ,Services,Transport Infrastructure,Services,Road Assets - Toll Annuity Hybrid-Annuity
Norben Tea & Exports Limited,INE369C01017,NORBTEAEXP,Norben Tea & Exports Limited,BE,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Tea & Coffee
Northern Arc Capital Limited,INE850M01015,NORTHARC,Northern Arc Capital Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Nova Agritech Limited,INE02H701025,NOVAAGRI,Nova Agritech Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Fertilizers
Network People Services Technologies Limited,INE0FFK01017,NPST,Network People Services Technologies Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
N R Agarwal Industries Limited,INE740D01017,NRAIL,N R Agarwal Industries Limited,EQ,Forest Materials,Paper Forest & Jute Products,Commodities,Paper & Paper Products
NRB Bearing Limited,INE349A01021,NRBBEARING,NRB Bearing Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Nupur Recyclers Limited,INE0JM501013,NRL,Nupur Recyclers Limited,EQ,Metals & Mining,Metals & Minerals Trading,Commodities,Trading - Metals
Nalwa Sons Investments Limited,INE023A01030,NSIL,Nalwa Sons Investments Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
NMDC Steel Limited,INE0NNS01018,NSLNISP,NMDC Steel Limited,EQ,Metals & Mining,Ferrous Metals,Commodities,Iron & Steel
NTPC Limited,INE733E01010,NTPC,NTPC Limited,EQ,Power,Power,Utilities,Power Generation
NTPC Green Energy Limited,INE0ONG01011,NTPCGREEN,NTPC Green Energy Limited,EQ,Power,Power,Utilities,Power Generation
Nucleus Software Exports Limited,INE096B01018,NUCLEUS,Nucleus Software Exports Limited,EQ,Information Technology,IT - Software,Information Technology,Software Products
Nureca Limited,INE0DSF01015,NURECA,Nureca Limited,EQ,Healthcare,Healthcare Equipment & Supplies,Healthcare,Medical Equipment & Supplies
Nuvama Wealth Management Limited,INE531F01023,NUVAMA,Nuvama Wealth Management Limited,EQ,Financial Services,Capital Markets,Financial Services,Stockbroking & Allied
Nuvoco Vistas Corporation Limited,INE118D01016,NUVOCO,Nuvoco Vistas Corporation Limited,EQ,Construction Materials,Cement & Cement Products,Commodities,Cement & Cement Products
FSN E-Commerce Ventures Limited,INE388Y01029,NYKAA,FSN E-Commerce Ventures Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,E-Retail/ E-Commerce
Oriental Aromatics Limited,INE959C01023,OAL,Oriental Aromatics Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Orissa Bengal Carrier Limited,INE426Z01016,OBCL,Orissa Bengal Carrier Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Oberoi Realty Limited,INE093I01010,OBEROIRLTY,Oberoi Realty Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
OCCL Limited,INE0PK601023,OCCLLTD,OCCL Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Commodity Chemicals
Odigma Consultancy Solutions Limited,INE054301028,ODIGMA,Odigma Consultancy Solutions Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Oracle Financial Services Software Limited,INE881D01027,OFSS,Oracle Financial Services Software Limited,EQ,Information Technology,IT - Software,Information Technology,Software Products
Oil India Limited,INE274J01014,OIL,Oil India Limited,EQ,Oil Gas & Consumable Fuels,Oil,Energy,Oil Exploration & Production
Oil Country Tubular Limited,INE591A01010,OILCOUNTUB,Oil Country Tubular Limited,EQ,Oil Gas & Consumable Fuels,Oil,Energy,Oil Equipment & Services
Ola Electric Mobility Limited,INE0LXG01040,OLAELEC,Ola Electric Mobility Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,2/3 Wheelers
Olectra Greentech Limited,INE260D01016,OLECTRA,Olectra Greentech Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,Passenger Cars & Utility Vehicles
Omax Autos Limited,INE090B01011,OMAXAUTO,Omax Autos Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Omaxe Limited,INE800H01010,OMAXE,Omaxe Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Om Freight Forwarders Limited,INE1BZC01019,OMFREIGHT,Om Freight Forwarders Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
OM INFRA LIMITED,INE239D01028,OMINFRAL,OM INFRA LIMITED,EQ,Construction,Construction,Industrials,Civil Construction
Omkar Speciality Chemicals Limited,INE474L01016,OMKARCHEM,Omkar Speciality Chemicals Limited,BZ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Omnitech Engineering Limited,INE0UH301010,OMNI,Omnitech Engineering Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Onelife Capital Advisors Limited,INE912L01015,ONELIFECAP,Onelife Capital Advisors Limited,EQ,Financial Services,Capital Markets,Financial Services,Stockbroking & Allied
One Point One Solutions Limited,INE840Y01029,ONEPOINT,One Point One Solutions Limited,EQ,Services,Commercial Services & Supplies,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Onesource Specialty Pharma Limited,INE013P01021,ONESOURCE,Onesource Specialty Pharma Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Oil & Natural Gas Corporation Limited,INE213A01029,ONGC,Oil & Natural Gas Corporation Limited,EQ,Oil Gas & Consumable Fuels,Oil,Energy,Oil Exploration & Production
OnMobile Global Limited,INE809I01019,ONMOBILE,OnMobile Global Limited,EQ,Media Entertainment & Publication,Media,Consumer Discretionary,Web based media and service
Onward Technologies Limited,INE229A01017,ONWARDTEC,Onward Technologies Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Optiemus Infracom Limited,INE350C01017,OPTIEMUS,Optiemus Infracom Limited,EQ,Telecommunication,Telecom - Equipment & Accessories,Telecommunication,Telecom - Equipment & Accessories
Orbit Exports Limited,INE231G01010,ORBTEXP,Orbit Exports Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Orchasp Limited,INE215B01022,ORCHASP,Orchasp Limited,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
Orchid Pharma Limited,INE191A01027,ORCHPHARMA,Orchid Pharma Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Oricon Enterprises Limited,INE730A01022,ORICONENT,Oricon Enterprises Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Oriental Trimex Limited,INE998H01012,ORIENTALTL,Oriental Trimex Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Granites & Marbles
Orient Bell Limited,INE607D01018,ORIENTBELL,Orient Bell Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Ceramics
Orient Cement Limited,INE876N01018,ORIENTCEM,Orient Cement Limited,EQ,Construction Materials,Cement & Cement Products,Commodities,Cement & Cement Products
ORIENT CERATECH LIMITED,INE569C01020,ORIENTCER,ORIENT CERATECH LIMITED,EQ,Capital Goods,Industrial Products,Industrials,Electrodes & Refractories
Orient Electric Limited,INE142Z01019,ORIENTELEC,Orient Electric Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Household Appliances
Oriental Hotels Limited,INE750A01020,ORIENTHOT,Oriental Hotels Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Hotels & Resorts
Orient Press Limited,INE609C01024,ORIENTLTD,Orient Press Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Orient Paper & Industries Limited,INE592A01026,ORIENTPPR,Orient Paper & Industries Limited,EQ,Forest Materials,Paper Forest & Jute Products,Commodities,Paper & Paper Products
Orient Technologies Limited,INE0PPK01015,ORIENTTECH,Orient Technologies Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
The Orissa Minerals Development Company Limited,INE725E01024,ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,Metals & Mining,Minerals & Mining,Commodities,Industrial Minerals
Orkla India Limited,INE16NZ01023,ORKLAINDIA,Orkla India Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Other Food Products
Ortel Communications Limited,INE849L01019,ORTEL,Ortel Communications Limited,BZ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,TV Broadcasting & Software Production
ORTIN GLOBAL LIMITED,INE749B01020,ORTINGLOBE,ORTIN GLOBAL LIMITED,BE,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Osia Hyper Retail Limited,INE06IR01021,OSIAHYPER,Osia Hyper Retail Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Diversified Retail
Oswal Agro Mills Limited,INE142A01012,OSWALAGRO,Oswal Agro Mills Limited,EQ,Services,Commercial Services & Supplies,Services,Trading & Distributors
Oswal Greentech Limited,INE143A01010,OSWALGREEN,Oswal Greentech Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
Oswal Pumps Limited,INE0BYP01024,OSWALPUMPS,Oswal Pumps Limited,EQ,Capital Goods,Industrial Products,Industrials,Compressors Pumps & Diesel Engines
ShreeOswal Seeds And Chemicals Limited,INE00IK01029,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Other Agricultural Products
Pace Digitek Limited,INE0S3G01027,PACEDIGITK,Pace Digitek Limited,EQ,Telecommunication,Telecom - Services,Telecommunication,Telecom - Infrastructure
Page Industries Limited,INE761H01022,PAGEIND,Page Industries Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Garments & Apparels
Paisalo Digital Limited,INE420C01059,PAISALO,Paisalo Digital Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
PAKKA LIMITED,INE551D01018,PAKKA,PAKKA LIMITED,EQ,Forest Materials,Paper Forest & Jute Products,Commodities,Paper & Paper Products
Palash Securities Limited,INE471W01019,PALASHSECU,Palash Securities Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Packaged Foods
Palred Technologies Limited,INE218G01033,PALREDTEC,Palred Technologies Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Panacea Biotec Limited,INE922B01023,PANACEABIO,Panacea Biotec Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Panache Digilife Limited,INE895W01019,PANACHE,Panache Digilife Limited,BE,Information Technology,IT - Services,Information Technology,IT Enabled Services
Panama Petrochem Limited,INE305C01029,PANAMAPET,Panama Petrochem Limited,EQ,Oil Gas & Consumable Fuels,Petroleum Products,Energy,Lubricants
Pansari Developers Limited,INE697V01011,PANSARI,Pansari Developers Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Par Drugs And Chemicals Limited,INE04LG01015,PAR,Par Drugs And Chemicals Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Paramount Communications Limited,INE074B01023,PARACABLES,Paramount Communications Limited,EQ,Capital Goods,Industrial Products,Industrials,Cables - Electricals
Paradeep Phosphates Limited,INE088F01024,PARADEEP,Paradeep Phosphates Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Fertilizers
Parag Milk Foods Limited,INE883N01014,PARAGMILK,Parag Milk Foods Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Dairy Products
Paras Defence and Space Technologies Limited,INE045601023,PARAS,Paras Defence and Space Technologies Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
Paras Petrofils Limited,INE162C01024,PARASPETRO,Paras Petrofils Limited,BE,Financial Services,Finance,Financial Services,Investment Company
Park Medi World Limited,INE119201023,PARKHOSPS,Park Medi World Limited,EQ,Healthcare,Healthcare Services,Healthcare,Hospital
Apeejay Surrendra Park Hotels Limited,INE988S01028,PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Hotels & Resorts
Parsvnath Developers Limited,INE561H01026,PARSVNATH,Parsvnath Developers Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Pashupati Cotspin Limited,INE124Y01010,PASHUPATI,Pashupati Cotspin Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Pasupati Acrylon Limited,INE818B01023,PASUPTAC,Pasupati Acrylon Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Petrochemicals
Patanjali Foods Limited,INE619A01035,PATANJALI,Patanjali Foods Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Edible Oil
Patel Engineering Limited,INE244B01030,PATELENG,Patel Engineering Limited,EQ,Construction,Construction,Industrials,Civil Construction
Patel Retail Limited,INE0R8B01010,PATELRMART,Patel Retail Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Diversified Retail
Patel Integrated Logistics Limited,INE529D01014,PATINTLOG,Patel Integrated Logistics Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Paushak Limited,INE111F01024,PAUSHAKLTD,Paushak Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Pavna Industries Limited,INE07S101038,PAVNAIND,Pavna Industries Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
One 97 Communications Limited,INE982J01020,PAYTM,One 97 Communications Limited,EQ,Financial Services,Financial Technology (Fintech),Financial Services,Financial Technology (Fintech)
PCBL Chemical Limited,INE602A01031,PCBL,PCBL Chemical Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Carbon Black
PC Jeweller Limited,INE785M01021,PCJEWELLER,PC Jeweller Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
Pudumjee Paper Products Limited,INE865T01018,PDMJEPAPER,Pudumjee Paper Products Limited,EQ,Forest Materials,Paper Forest & Jute Products,Commodities,Paper & Paper Products
PDS Limited,INE111Q01021,PDSL,PDS Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Trading - Textile Products
